manufacturer,model,year,city,body,mileage,transmission,wheel,color,drive,price,volume,fuel
Hyundai,Tucson,2004,Актау,кроссовер,318000.0,автомат,слева,серый,полный привод,3800000,2.7,газ-бензин
Maybach,57,2004,Алматы,седан,107600.0,автомат,слева,черный,задний привод,21000000,5.5,бензин
Audi,100,1989,Алматы,универсал,352800.0,механика,слева,черный металлик,передний привод,850000,2.3,бензин
Mitsubishi,Galant,1994,Талдыкорган,седан,,механика,слева,зеленый,передний привод,1450000,2.0,бензин
Lexus,RX 300,2000,Шымкент,кроссовер,,автомат,слева,синий металлик,полный привод,4850000,3.0,бензин
Nissan,Patrol,1998,Тараз,внедорожник,123456.0,механика,слева,белый,полный привод,3000000,4.5,газ-бензин
Ford,Galaxy,1999,Уральск,минивэн,,механика,слева,черный металлик,передний привод,1950000,2.3,газ-бензин
Audi,A6,1999,Алматы,седан,274.0,автомат,слева,зеленый металлик,передний привод,2300000,2.4,бензин
Lexus,GS 300,1999,Алматы,седан,,автомат,слева,белый,задний привод,3700000,3.0,бензин
Volkswagen,Golf,2001,Актобе,хэтчбек,180000.0,автомат,слева,серебристый,передний привод,1900000,1.6,бензин
Audi,80,1994,Нур-Султан (Астана),седан,,механика,слева,синий,передний привод,1500000,2.0,бензин
ВАЗ (Lada),2114 (хэтчбек),2006,Нур-Султан (Астана),хэтчбек,,механика,слева,серый металлик,передний привод,800000,1.6,бензин
ВАЗ (Lada),2172 (хэтчбек),2012,Актау,хэтчбек,175000.0,механика,слева,вишня,передний привод,1800000,1.6,газ-бензин
Toyota,Mark X,2005,Семей,седан,189000.0,автомат,справа,черный металлик,задний привод,2400000,2.5,бензин
Nissan,Primera,1991,Алматы,седан,,механика,слева,бордовый,передний привод,630000,1.6,бензин
BMW,X5,2002,Нур-Султан (Астана),хэтчбек,,автомат,слева,черный,полный привод,3000000,4.4,бензин
Hyundai,Sonata,2010,Атырау,седан,,автомат,слева,серебристый,передний привод,3300000,2.4,бензин
BMW,728,1997,Костанай,седан,250000.0,автомат,слева,синий металлик,задний привод,2800000,2.8,бензин
Lexus,RX 350,2008,Алматы,кроссовер,,автомат,слева,черный,полный привод,8700000,3.5,бензин
ВАЗ (Lada),2110 (седан),2003,Костанай,седан,124000.0,механика,слева,серебристый металлик,передний привод,550000,1.5,бензин
ВАЗ (Lada),2114 (хэтчбек),2013,Караганда,хэтчбек,95000.0,механика,слева,серый,передний привод,1200000,1.6,бензин
Opel,Vectra,1994,Туркестан,седан,485000.0,автомат,слева,зеленый металлик,передний привод,1250000,2.0,бензин
Opel,Vectra,1997,Караганда,седан,,автомат,слева,золотистый,передний привод,1300000,1.6,бензин
ВАЗ (Lada),2109 (хэтчбек),2003,Нур-Султан (Астана),хэтчбек,1350000.0,механика,слева,серебристый металлик,передний привод,600000,1.6,бензин
Toyota,Camry,2000,Алматы,седан,1234556.0,автомат,слева,золотистый металлик,передний привод,3000000,2.2,бензин
Toyota,Spacio,2000,Семей,минивэн,210000.0,автомат,справа,зеленый,передний привод,2000000,1.6,бензин
ВАЗ (Lada),2121 Нива,2017,Уральск,внедорожник,59000.0,механика,слева,коричневый металлик,полный привод,2800000,1.7,газ-бензин
УАЗ,Patriot,2016,Алматы,внедорожник,17000.0,механика,слева,серый металлик,полный привод,5300000,2.4,дизель
Audi,A6,1995,Айтеке би,седан,,автомат,слева,белый,передний привод,2000000,2.6,бензин
ВАЗ (Lada),2112 (хэтчбек),2006,Кызылорда,хэтчбек,1111.0,механика,слева,серебристый,передний привод,690000,1.6,бензин
Volkswagen,Passat,1995,Тараз,седан,,механика,слева,зеленый металлик,передний привод,1650000,2.0,газ-бензин
Volkswagen,Golf,1987,Абай (Абайский р-н),седан,,механика,слева,серый,передний привод,580000,1.8,бензин
Daewoo,Nexia,2004,Жалагаш,седан,,механика,слева,белый,передний привод,820000,1.5,бензин
Toyota,Camry,2009,Талдыкорган,седан,,автомат,слева,голубой,передний привод,5500000,2.4,газ-бензин
ВАЗ (Lada),2106,1988,Алматы,седан,,механика,слева,белый,задний привод,900000,1.6,бензин
